Airline,Rank,Final_Price,Final_Profit,Market_Share,Cumulative_Profit
Airline_2,1,81.76913978750952,12073.777378835446,71.99998051079872,751348.360498807
Airline_1,2,91.78743494347007,1875.125628180013,7.000019345402496,680679.8057339449
Airline_4,3,95.07632323371898,2105.3426682670283,7.000000139334517,642725.5738531592
Airline_5,4,138.56397652634007,5149.478356843805,7.000000000000001,615736.3762171749
Airline_3,5,97.37017359488759,2265.9121530872185,7.000000004464255,537972.9902416471
