price_tier,profit_tier,rank,relative_price,action_0,action_1,action_2,action_3,action_4,action_5,action_6
2,1,4,2,3.349539744916695e-17,2.564714174312552e-17,2.2695703383384664e-17,2.435423699350857e-17,2.9041320807939656e-17,2.6436006794164528e-17,3.986978479163443e-17
2,1,3,2,0.0,0.0,0.0,0.0,3.27983042513275e-38,0.0,3.6442559681367044e-37
2,1,2,2,3.435060323059381e-58,0.0,0.0,0.0,0.0,0.0,0.0
